Field_Set,Field,Type,Example,Description
file,file.x509.public_key_exponent,long,65537,Exponent used to derive the public key. This is algorithm specific.
file,file.x509.public_key_size,long,2048,The size of the public key space in bits.
file,file.x509.serial_number,keyword,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.
file,file.x509.signature_algorithm,keyword,SHA256-RSA,Identifier for certificate signature algorithm.
file,file.x509.subject.common_name,keyword,shared.global.example.net,List of common names (CN) of subject.
file,file.x509.subject.country,keyword,US,List of country \(C) code
file,file.x509.subject.distinguished_name,keyword,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net",Distinguished name (DN) of the certificate subject entity.
file,file.x509.subject.locality,keyword,San Francisco,List of locality names (L)
file,file.x509.subject.organization,keyword,"Example, Inc.",List of organizations (O) of subject.
file,file.x509.subject.organizational_unit,keyword,,List of organizational units (OU) of subject.
file,file.x509.subject.state_or_province,keyword,California,"List of state or province names (ST, S, or P)"
file,file.x509.version_number,keyword,3,Version of x509 format.
group,group.domain,keyword,,Name of the directory the group is a member of.
group,group.id,keyword,,Unique identifier for the group on the system/platform.
group,group.name,keyword,,Name of the group.
host,host.architecture,keyword,x86_64,Operating system architecture.
host,host.boot.id,keyword,88a1f0ed-5ae5-41ee-af6b-41921c311872,Linux boot uuid taken from /proc/sys/kernel/random/boot_id
host,host.cpu.usage,scaled_float,,"Percent CPU used, between 0 and 1."
host,host.disk.read.bytes,long,,The number of bytes read by all disks.
host,host.disk.write.bytes,long,,The number of bytes written on all disks.
host,host.domain,keyword,CONTOSO,Name of the directory the group is a member of.
host,host.geo.city_name,keyword,Montreal,City name.
host,host.geo.continent_code,keyword,NA,Continent code.
host,host.geo.continent_name,keyword,North America,Name of the continent.
host,host.geo.country_iso_code,keyword,CA,Country ISO code.
host,host.geo.country_name,keyword,Canada,Country name.
host,host.geo.location,geo_point,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
host,host.geo.name,keyword,boston-dc,User-defined description of a location.
host,host.geo.postal_code,keyword,94040,Postal code.
host,host.geo.region_iso_code,keyword,CA-QC,Region ISO code.
host,host.geo.region_name,keyword,Quebec,Region name.
host,host.geo.timezone,keyword,America/Argentina/Buenos_Aires,Time zone.
host,host.hostname,keyword,,Hostname of the host.
host,host.id,keyword,,Unique host id.
host,host.ip,ip,,Host ip addresses.
host,host.mac,keyword,"[""00-00-5E-00-53-23"", ""00-00-5E-00-53-24""]",Host MAC addresses.
host,host.name,keyword,,Name of the host.
host,host.network.egress.bytes,long,,The number of bytes sent on all network interfaces.
host,host.network.egress.packets,long,,The number of packets sent on all network interfaces.
host,host.network.ingress.bytes,long,,The number of bytes received on all network interfaces.
host,host.network.ingress.packets,long,,The number of packets received on all network interfaces.
host,host.os.family,keyword,debian,"OS family (such as redhat, debian, freebsd, windows)."
host,host.os.full,keyword,Mac OS Mojave,"Operating system name, including the version or code name."
host,host.os.full.text,match_only_text,Mac OS Mojave,"Operating system name, including the version or code name."
host,host.os.kernel,keyword,4.4.0-112-generic,Operating system kernel version as a raw string.
host,host.os.name,keyword,Mac OS X,"Operating system name, without the version."
host,host.os.name.text,match_only_text,Mac OS X,"Operating system name, without the version."
host,host.os.platform,keyword,darwin,"Operating system platform (such centos, ubuntu, windows)."
host,host.os.type,keyword,macos,"Which commercial OS family (one of: linux, macos, unix, windows, ios or android)."
host,host.os.version,keyword,10.14.1,Operating system version as a raw string.
host,host.pid_ns_ino,keyword,256383,Pid namespace inode
host,host.risk.calculated_level,keyword,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
host,host.risk.calculated_score,float,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
host,host.risk.calculated_score_norm,float,88.73,A normalized risk score calculated by an internal system.
host,host.risk.static_level,keyword,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
host,host.risk.static_score,float,830,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
host,host.risk.static_score_norm,float,83,A normalized risk score calculated by an external system.
host,host.type,keyword,,Type of host.
host,host.uptime,long,1325,Seconds the host has been up.
http,http.request.body.bytes,long,887,Size in bytes of the request body.
http,http.request.body.content,wildcard,Hello world,The full HTTP request body.
http,http.request.body.content.text,match_only_text,Hello world,The full HTTP request body.
http,http.request.bytes,long,1437,Total size in bytes of the request (body and headers).
http,http.request.id,keyword,123e4567-e89b-12d3-a456-426614174000,HTTP request ID.
http,http.request.method,keyword,POST,HTTP request method.
http,http.request.mime_type,keyword,image/gif,Mime type of the body of the request.
http,http.request.referrer,keyword,https://blog.example.com/,Referrer for this HTTP request.
http,http.response.body.bytes,long,887,Size in bytes of the response body.
http,http.response.body.content,wildcard,Hello world,The full HTTP response body.
http,http.response.body.content.text,match_only_text,Hello world,The full HTTP response body.
http,http.response.bytes,long,1437,Total size in bytes of the response (body and headers).
http,http.response.mime_type,keyword,image/gif,Mime type of the body of the response.
http,http.response.status_code,long,404,HTTP response status code.
http,http.version,keyword,1.1,HTTP version.
log,log.file.path,keyword,/var/log/fun-times.log,Full path to the log file this event came from.
log,log.level,keyword,error,Log level of the log event.
log,log.logger,keyword,org.elasticsearch.bootstrap.Bootstrap,Name of the logger.
log,log.origin.file.line,long,42,The line number of the file which originated the log event.
log,log.origin.file.name,keyword,Bootstrap.java,The code file which originated the log event.
log,log.origin.function,keyword,init,The function which originated the log event.
log,log.syslog,object,,Syslog metadata
log,log.syslog.appname,keyword,sshd,The device or application that originated the Syslog message.
log,log.syslog.facility.code,long,23,Syslog numeric facility of the event.
log,log.syslog.facility.name,keyword,local7,Syslog text-based facility of the event.
log,log.syslog.hostname,keyword,example-host,The host that originated the Syslog message.
log,log.syslog.msgid,keyword,ID47,An identifier for the type of Syslog message.
log,log.syslog.priority,long,135,Syslog priority of the event.
log,log.syslog.procid,keyword,12345,The process name or ID that originated the Syslog message.
log,log.syslog.severity.code,long,3,Syslog numeric severity of the event.
log,log.syslog.severity.name,keyword,Error,Syslog text-based severity of the event.
log,log.syslog.structured_data,flattened,,Structured data expressed in RFC 5424 messages.
log,log.syslog.version,keyword,1,Syslog protocol version.
network,network.application,keyword,aim,Application level protocol name.
network,network.bytes,long,368,Total bytes transferred in both directions.
network,network.community_id,keyword,1:hO+sN4H+MG5MY/8hIrXPqc4ZQz0=,A hash of source and destination IPs and ports.
network,network.direction,keyword,inbound,Direction of the network traffic.
network,network.forwarded_ip,ip,192.1.1.2,Host IP address when the source IP address is the proxy.
network,network.iana_number,keyword,6,IANA Protocol Number.
network,network.inner,object,,Inner VLAN tag information
network,network.inner.vlan.id,keyword,10,VLAN ID as reported by the observer.
network,network.inner.vlan.name,keyword,outside,Optional VLAN name as reported by the observer.
network,network.name,keyword,Guest Wifi,Name given by operators to sections of their network.
network,network.packets,long,24,Total packets transferred in both directions.
network,network.protocol,keyword,http,Application protocol name.
network,network.transport,keyword,tcp,Protocol Name corresponding to the field `iana_number`.
network,network.type,keyword,ipv4,"In the OSI Model this would be the Network Layer. ipv4, ipv6, ipsec, pim, etc"
network,network.vlan.id,keyword,10,VLAN ID as reported by the observer.
network,network.vlan.name,keyword,outside,Optional VLAN name as reported by the observer.
observer,observer.egress,object,,Object field for egress information
observer,observer.egress.interface.alias,keyword,outside,Interface alias
observer,observer.egress.interface.id,keyword,10,Interface ID
observer,observer.egress.interface.name,keyword,eth0,Interface name
observer,observer.egress.vlan.id,keyword,10,VLAN ID as reported by the observer.
observer,observer.egress.vlan.name,keyword,outside,Optional VLAN name as reported by the observer.
observer,observer.egress.zone,keyword,Public_Internet,Observer Egress zone
observer,observer.geo.city_name,keyword,Montreal,City name.
observer,observer.geo.continent_code,keyword,NA,Continent code.
observer,observer.geo.continent_name,keyword,North America,Name of the continent.
observer,observer.geo.country_iso_code,keyword,CA,Country ISO code.
observer,observer.geo.country_name,keyword,Canada,Country name.
observer,observer.geo.location,geo_point,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
observer,observer.geo.name,keyword,boston-dc,User-defined description of a location.
observer,observer.geo.postal_code,keyword,94040,Postal code.
observer,observer.geo.region_iso_code,keyword,CA-QC,Region ISO code.
observer,observer.geo.region_name,keyword,Quebec,Region name.
observer,observer.geo.timezone,keyword,America/Argentina/Buenos_Aires,Time zone.
observer,observer.hostname,keyword,,Hostname of the observer.
observer,observer.ingress,object,,Object field for ingress information
observer,observer.ingress.interface.alias,keyword,outside,Interface alias
observer,observer.ingress.interface.id,keyword,10,Interface ID
observer,observer.ingress.interface.name,keyword,eth0,Interface name
observer,observer.ingress.vlan.id,keyword,10,VLAN ID as reported by the observer.
observer,observer.ingress.vlan.name,keyword,outside,Optional VLAN name as reported by the observer.
observer,observer.ingress.zone,keyword,DMZ,Observer ingress zone
observer,observer.ip,ip,,IP addresses of the observer.
observer,observer.mac,keyword,"[""00-00-5E-00-53-23"", ""00-00-5E-00-53-24""]",MAC addresses of the observer.
observer,observer.name,keyword,1_proxySG,Custom name of the observer.
observer,observer.os.family,keyword,debian,"OS family (such as redhat, debian, freebsd, windows)."
observer,observer.os.full,keyword,Mac OS Mojave,"Operating system name, including the version or code name."
observer,observer.os.full.text,match_only_text,Mac OS Mojave,"Operating system name, including the version or code name."
observer,observer.os.kernel,keyword,4.4.0-112-generic,Operating system kernel version as a raw string.
observer,observer.os.name,keyword,Mac OS X,"Operating system name, without the version."
observer,observer.os.name.text,match_only_text,Mac OS X,"Operating system name, without the version."
observer,observer.os.platform,keyword,darwin,"Operating system platform (such centos, ubuntu, windows)."
observer,observer.os.type,keyword,macos,"Which commercial OS family (one of: linux, macos, unix, windows, ios or android)."
observer,observer.os.version,keyword,10.14.1,Operating system version as a raw string.
observer,observer.product,keyword,s200,The product name of the observer.
observer,observer.serial_number,keyword,,Observer serial number.
observer,observer.type,keyword,firewall,The type of the observer the data is coming from.
observer,observer.vendor,keyword,Symantec,Vendor name of the observer.
observer,observer.version,keyword,,Observer version.
orchestrator,orchestrator.api_version,keyword,v1beta1,API version being used to carry out the action
orchestrator,orchestrator.cluster.id,keyword,,Unique ID of the cluster.
orchestrator,orchestrator.cluster.name,keyword,,Name of the cluster.
orchestrator,orchestrator.cluster.url,keyword,,URL of the API used to manage the cluster.
orchestrator,orchestrator.cluster.version,keyword,,The version of the cluster.
orchestrator,orchestrator.namespace,keyword,kube-system,Namespace in which the action is taking place.
orchestrator,orchestrator.organization,keyword,elastic,Organization affected by the event (for multi-tenant orchestrator setups).
orchestrator,orchestrator.resource.annotation,keyword,"['key1:value1', 'key2:value2', 'key3:value3']",The list of annotations added to the resource.
orchestrator,orchestrator.resource.id,keyword,,Unique ID of the resource being acted upon.
orchestrator,orchestrator.resource.ip,ip,,IP address assigned to the resource associated with the event being observed.
orchestrator,orchestrator.resource.label,keyword,"['key1:value1', 'key2:value2', 'key3:value3']",The list of labels added to the resource.
orchestrator,orchestrator.resource.name,keyword,test-pod-cdcws,Name of the resource being acted upon.
orchestrator,orchestrator.resource.parent.type,keyword,DaemonSet,Type or kind of the parent resource associated with the event being observed.
orchestrator,orchestrator.resource.type,keyword,service,Type of resource being acted upon.
orchestrator,orchestrator.type,keyword,kubernetes,"Orchestrator cluster type (e.g. kubernetes, nomad or cloudfoundry)."
organization,organization.id,keyword,,Unique identifier for the organization.
organization,organization.name,keyword,,Organization name.
organization,organization.name.text,match_only_text,,Organization name.
package,package.architecture,keyword,x86_64,Package architecture.
package,package.build_version,keyword,36f4f7e89dd61b0988b12ee000b98966867710cd,Build version information
package,package.checksum,keyword,68b329da9893e34099c7d8ad5cb9c940,Checksum of the installed package for verification.
package,package.description,keyword,Open source programming language to build simple/reliable/efficient software.,Description of the package.
package,package.install_scope,keyword,global,"Indicating how the package was installed, e.g. user-local, global."
package,package.installed,date,,Time when package was installed.
package,package.license,keyword,Apache License 2.0,Package license
package,package.name,keyword,go,Package name
package,package.path,keyword,/usr/local/Cellar/go/1.12.9/,Path where the package is installed.
package,package.reference,keyword,https://golang.org,Package home page or reference URL
package,package.size,long,62231,Package size in bytes.
package,package.type,keyword,rpm,Package type
package,package.version,keyword,1.12.9,Package version
process,process.args,keyword,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
process,process.args_count,long,4,Length of the process.args array.
process,process.code_signature.digest_algorithm,keyword,sha256,Hashing algorithm used to sign the process.
process,process.code_signature.exists,boolean,TRUE,Boolean to capture if a signature is present.
process,process.code_signature.flags,keyword,570522385,Code signing flags of the process
process,process.code_signature.signing_id,keyword,com.apple.xpc.proxy,The identifier used to sign the process.
process,process.code_signature.status,keyword,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
process,process.code_signature.subject_name,keyword,Microsoft Corporation,Subject name of the code signer
process,process.code_signature.team_id,keyword,EQHXZ8M8AV,The team identifier used to sign the process.
process,process.code_signature.timestamp,date,2021-01-01T12:10:30Z,When the signature was generated and signed.
process,process.code_signature.trusted,boolean,TRUE,Stores the trust status of the certificate chain.
process,process.code_signature.valid,boolean,TRUE,Boolean to capture if the digital signature is verified against the binary content.
process,process.command_line,wildcard,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.command_line.text,match_only_text,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.elf.architecture,keyword,x86-64,Machine architecture of the ELF file.
process,process.elf.byte_order,keyword,Little Endian,Byte sequence of ELF file.
process,process.elf.cpu_type,keyword,Intel,CPU type of the ELF file.
process,process.elf.creation_date,date,,Build or compile date.
process,process.elf.exports,flattened,,List of exported element names and types.
process,process.elf.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
process,process.elf.go_imports,flattened,,List of imported Go language element names and types.
process,process.elf.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
process,process.elf.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
process,process.elf.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
process,process.elf.header.abi_version,keyword,,Version of the ELF Application Binary Interface (ABI).
process,process.elf.header.class,keyword,,Header class of the ELF file.
process,process.elf.header.data,keyword,,Data table of the ELF header.
process,process.elf.header.entrypoint,long,,Header entrypoint of the ELF file.
process,process.elf.header.object_version,keyword,,"""0x1"" for original ELF files."
process,process.elf.header.os_abi,keyword,,Application Binary Interface (ABI) of the Linux OS.
process,process.elf.header.type,keyword,,Header type of the ELF file.
process,process.elf.header.version,keyword,,Version of the ELF header.
process,process.elf.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.
process,process.elf.imports,flattened,,List of imported element names and types.
process,process.elf.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
process,process.elf.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
process,process.elf.sections,nested,,Section information of the ELF file.
process,process.elf.sections.chi2,long,,Chi-square probability distribution of the section.
process,process.elf.sections.entropy,long,,Shannon entropy calculation from the section.
process,process.elf.sections.flags,keyword,,ELF Section List flags.
process,process.elf.sections.name,keyword,,ELF Section List name.
process,process.elf.sections.physical_offset,keyword,,ELF Section List offset.
process,process.elf.sections.physical_size,long,,ELF Section List physical size.
process,process.elf.sections.type,keyword,,ELF Section List type.
process,process.elf.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
process,process.elf.sections.virtual_address,long,,ELF Section List virtual address.
process,process.elf.sections.virtual_size,long,,ELF Section List virtual size.
process,process.elf.segments,nested,,ELF object segment list.
process,process.elf.segments.sections,keyword,,ELF object segment sections.
process,process.elf.segments.type,keyword,,ELF object segment type.
process,process.elf.shared_libraries,keyword,,List of shared libraries used by this ELF object.
process,process.elf.telfhash,keyword,,telfhash hash for ELF file.
process,process.end,date,2016-05-23T08:05:34.853Z,The time the process ended.
process,process.entity_id,keyword,c2c455d9f99375d,Unique identifier for the process.
process,process.entry_leader.args,keyword,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
process,process.entry_leader.args_count,long,4,Length of the process.args array.
process,process.entry_leader.attested_groups.name,keyword,,Name of the group.
process,process.entry_leader.attested_user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.entry_leader.attested_user.name,keyword,a.einstein,Short name or login of the user.
process,process.entry_leader.attested_user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.entry_leader.command_line,wildcard,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.entry_leader.command_line.text,match_only_text,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.entry_leader.entity_id,keyword,c2c455d9f99375d,Unique identifier for the process.
process,process.entry_leader.entry_meta.source.ip,ip,,IP address of the source.
process,process.entry_leader.entry_meta.type,keyword,,The entry type for the entry session leader.
process,process.entry_leader.executable,keyword,/usr/bin/ssh,Absolute path to the process executable.
process,process.entry_leader.executable.text,match_only_text,/usr/bin/ssh,Absolute path to the process executable.
process,process.entry_leader.group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.entry_leader.group.name,keyword,,Name of the group.
process,process.entry_leader.interactive,boolean,TRUE,Whether the process is connected to an interactive shell.
process,process.entry_leader.name,keyword,ssh,Process name.
process,process.entry_leader.name.text,match_only_text,ssh,Process name.
process,process.entry_leader.parent.entity_id,keyword,c2c455d9f99375d,Unique identifier for the process.
process,process.entry_leader.parent.pid,long,4242,Process id.
process,process.entry_leader.parent.session_leader.entity_id,keyword,c2c455d9f99375d,Unique identifier for the process.
process,process.entry_leader.parent.session_leader.pid,long,4242,Process id.
process,process.entry_leader.parent.session_leader.start,date,2016-05-23T08:05:34.853Z,The time the process started.
process,process.entry_leader.parent.session_leader.vpid,long,4242,Virtual process id.
process,process.entry_leader.parent.start,date,2016-05-23T08:05:34.853Z,The time the process started.
process,process.entry_leader.parent.vpid,long,4242,Virtual process id.
process,process.entry_leader.pid,long,4242,Process id.
process,process.entry_leader.real_group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.entry_leader.real_group.name,keyword,,Name of the group.
process,process.entry_leader.real_user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.entry_leader.real_user.name,keyword,a.einstein,Short name or login of the user.
process,process.entry_leader.real_user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.entry_leader.same_as_process,boolean,TRUE,This boolean is used to identify if a leader process is the same as the top level process.
process,process.entry_leader.saved_group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.entry_leader.saved_group.name,keyword,,Name of the group.
process,process.entry_leader.saved_user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.entry_leader.saved_user.name,keyword,a.einstein,Short name or login of the user.
process,process.entry_leader.saved_user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.entry_leader.start,date,2016-05-23T08:05:34.853Z,The time the process started.
process,process.entry_leader.supplemental_groups.id,keyword,,Unique identifier for the group on the system/platform.
process,process.entry_leader.supplemental_groups.name,keyword,,Name of the group.
process,process.entry_leader.tty,object,,Information about the controlling TTY device.
process,process.entry_leader.tty.char_device.major,long,4,The TTY character device's major number.
process,process.entry_leader.tty.char_device.minor,long,1,The TTY character device's minor number.
process,process.entry_leader.user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.entry_leader.user.name,keyword,a.einstein,Short name or login of the user.
process,process.entry_leader.user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.entry_leader.vpid,long,4242,Virtual process id.
process,process.entry_leader.working_directory,keyword,/home/alice,The working directory of the process.
process,process.entry_leader.working_directory.text,match_only_text,/home/alice,The working directory of the process.
process,process.env_vars,keyword,"[""PATH=/usr/local/bin:/usr/bin"", ""USER=ubuntu""]",Array of environment variable bindings.
process,process.executable,keyword,/usr/bin/ssh,Absolute path to the process executable.
process,process.executable.text,match_only_text,/usr/bin/ssh,Absolute path to the process executable.
process,process.exit_code,long,137,The exit code of the process.
process,process.group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.group.name,keyword,,Name of the group.
process,process.group_leader.args,keyword,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
process,process.group_leader.args_count,long,4,Length of the process.args array.
process,process.group_leader.command_line,wildcard,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.group_leader.command_line.text,match_only_text,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.group_leader.entity_id,keyword,c2c455d9f99375d,Unique identifier for the process.
process,process.group_leader.executable,keyword,/usr/bin/ssh,Absolute path to the process executable.
process,process.group_leader.executable.text,match_only_text,/usr/bin/ssh,Absolute path to the process executable.
process,process.group_leader.group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.group_leader.group.name,keyword,,Name of the group.
process,process.group_leader.interactive,boolean,TRUE,Whether the process is connected to an interactive shell.
process,process.group_leader.name,keyword,ssh,Process name.
process,process.group_leader.name.text,match_only_text,ssh,Process name.
process,process.group_leader.pid,long,4242,Process id.
process,process.group_leader.real_group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.group_leader.real_group.name,keyword,,Name of the group.
process,process.group_leader.real_user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.group_leader.real_user.name,keyword,a.einstein,Short name or login of the user.
process,process.group_leader.real_user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.group_leader.same_as_process,boolean,TRUE,This boolean is used to identify if a leader process is the same as the top level process.
process,process.group_leader.saved_group.id,keyword,,Unique identifier for the group on the system/platform.
process,process.group_leader.saved_group.name,keyword,,Name of the group.
process,process.group_leader.saved_user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.group_leader.saved_user.name,keyword,a.einstein,Short name or login of the user.
process,process.group_leader.saved_user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.group_leader.start,date,2016-05-23T08:05:34.853Z,The time the process started.
process,process.group_leader.supplemental_groups.id,keyword,,Unique identifier for the group on the system/platform.
process,process.group_leader.supplemental_groups.name,keyword,,Name of the group.
process,process.group_leader.tty,object,,Information about the controlling TTY device.
process,process.group_leader.tty.char_device.major,long,4,The TTY character device's major number.
process,process.group_leader.tty.char_device.minor,long,1,The TTY character device's minor number.
process,process.group_leader.user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
process,process.group_leader.user.name,keyword,a.einstein,Short name or login of the user.
process,process.group_leader.user.name.text,match_only_text,a.einstein,Short name or login of the user.
process,process.group_leader.vpid,long,4242,Virtual process id.
process,process.group_leader.working_directory,keyword,/home/alice,The working directory of the process.
process,process.group_leader.working_directory.text,match_only_text,/home/alice,The working directory of the process.
process,process.hash.cdhash,keyword,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.
process,process.hash.md5,keyword,,MD5 hash.
process,process.hash.sha1,keyword,,SHA1 hash.
process,process.hash.sha256,keyword,,SHA256 hash.
process,process.hash.sha384,keyword,,SHA384 hash.
process,process.hash.sha512,keyword,,SHA512 hash.
process,process.hash.ssdeep,keyword,,SSDEEP hash.
process,process.hash.tlsh,keyword,,TLSH hash.
process,process.interactive,boolean,TRUE,Whether the process is connected to an interactive shell.
process,process.io,object,,A chunk of input or output (IO) from a single process.
process,process.io.bytes_skipped,object,,An array of byte offsets and lengths denoting where IO data has been skipped.
process,process.io.bytes_skipped.length,long,,The length of bytes skipped.
process,process.io.bytes_skipped.offset,long,,The byte offset into this event's io.text (or io.bytes in the future) where length bytes were skipped.
process,process.io.max_bytes_per_process_exceeded,boolean,,"If true, the process producing the output has exceeded the max_kilobytes_per_process configuration setting."
process,process.io.text,wildcard,,A chunk of output or input sanitized to UTF-8.
process,process.io.total_bytes_captured,long,,The total number of bytes captured in this event.
process,process.io.total_bytes_skipped,long,,The total number of bytes that were not captured due to implementation restrictions such as buffer size limits.
process,process.io.type,keyword,,The type of object on which the IO action (read or write) was taken.
process,process.macho.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a Mach-O file.
process,process.macho.go_imports,flattened,,List of imported Go language element names and types.
process,process.macho.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
process,process.macho.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
process,process.macho.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
process,process.macho.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a Mach-O file.
process,process.macho.imports,flattened,,List of imported element names and types.
process,process.macho.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
process,process.macho.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
process,process.macho.sections,nested,,Section information of the Mach-O file.
process,process.macho.sections.entropy,long,,Shannon entropy calculation from the section.
process,process.macho.sections.name,keyword,,Mach-O Section List name.
process,process.macho.sections.physical_size,long,,Mach-O Section List physical size.
process,process.macho.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
process,process.macho.sections.virtual_size,long,,Mach-O Section List virtual size. This is always the same as `physical_size`.
process,process.macho.symhash,keyword,d3ccf195b62a9279c3c19af1080497ec,A hash of the imports in a Mach-O file.
process,process.name,keyword,ssh,Process name.
process,process.name.text,match_only_text,ssh,Process name.
process,process.parent.args,keyword,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
process,process.parent.args_count,long,4,Length of the process.args array.
process,process.parent.code_signature.digest_algorithm,keyword,sha256,Hashing algorithm used to sign the process.
process,process.parent.code_signature.exists,boolean,TRUE,Boolean to capture if a signature is present.
process,process.parent.code_signature.flags,keyword,570522385,Code signing flags of the process
process,process.parent.code_signature.signing_id,keyword,com.apple.xpc.proxy,The identifier used to sign the process.
process,process.parent.code_signature.status,keyword,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
process,process.parent.code_signature.subject_name,keyword,Microsoft Corporation,Subject name of the code signer
process,process.parent.code_signature.team_id,keyword,EQHXZ8M8AV,The team identifier used to sign the process.
process,process.parent.code_signature.timestamp,date,2021-01-01T12:10:30Z,When the signature was generated and signed.
process,process.parent.code_signature.trusted,boolean,TRUE,Stores the trust status of the certificate chain.
process,process.parent.code_signature.valid,boolean,TRUE,Boolean to capture if the digital signature is verified against the binary content.
process,process.parent.command_line,wildcard,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.parent.command_line.text,match_only_text,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
process,process.parent.elf.architecture,keyword,x86-64,Machine architecture of the ELF file.
process,process.parent.elf.byte_order,keyword,Little Endian,Byte sequence of ELF file.
process,process.parent.elf.cpu_type,keyword,Intel,CPU type of the ELF file.
process,process.parent.elf.creation_date,date,,Build or compile date.
process,process.parent.elf.exports,flattened,,List of exported element names and types.
process,process.parent.elf.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
process,process.parent.elf.go_imports,flattened,,List of imported Go language element names and types.
process,process.parent.elf.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
process,process.parent.elf.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
process,process.parent.elf.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
process,process.parent.elf.header.abi_version,keyword,,Version of the ELF Application Binary Interface (ABI).
process,process.parent.elf.header.class,keyword,,Header class of the ELF file.
process,process.parent.elf.header.data,keyword,,Data table of the ELF header.
process,process.parent.elf.header.entrypoint,long,,Header entrypoint of the ELF file.
process,process.parent.elf.header.object_version,keyword,,"""0x1"" for original ELF files."
